Tracker ID: 1, Class: spoon,  Coordinates: (426, 570, 592, 629), Centroids: 509.0
Tracker ID: 4, Class: person,  Coordinates: (340, 162, 829, 641), Centroids: 584.5
Tracker ID: 13, Class: knife,  Coordinates: (341, 545, 591, 636), Centroids: 466.0
Tracker ID: 4, Class: person,  Coordinates: (338, 163, 832, 641), Centroids: 585.0
Tracker ID: 4, Class: person,  Coordinates: (338, 163, 832, 641), Centroids: 585.0
Tracker ID: 13, Class: knife,  Coordinates: (341, 545, 591, 636), Centroids: 466.0
Tracker ID: 4, Class: person,  Coordinates: (337, 163, 833, 640), Centroids: 585.0
Tracker ID: 4, Class: person,  Coordinates: (333, 162, 836, 641), Centroids: 584.5
Tracker ID: 4, Class: person,  Coordinates: (332, 162, 838, 641), Centroids: 585.0
Tracker ID: 4, Class: person,  Coordinates: (330, 162, 839, 641), Centroids: 584.5
Tracker ID: 4, Class: person,  Coordinates: (329, 161, 842, 641), Centroids: 585.5
Tracker ID: 4, Class: person,  Coordinates: (328, 161, 843, 641), Centroids: 585.5
Tracker ID: 4, Class: person,  Coordinates: (327, 161, 845, 642), Centroids: 586.0
Tracker ID: 4, Class: person,  Coordinates: (327, 160, 847, 642), Centroids: 587.0
Tracker ID: 4, Class: person,  Coordinates: (326, 160, 848, 643), Centroids: 587.0
Tracker ID: 4, Class: person,  Coordinates: (334, 160, 853, 640), Centroids: 593.5
Tracker ID: 4, Class: person,  Coordinates: (337, 160, 855, 639), Centroids: 596.0
Tracker ID: 4, Class: person,  Coordinates: (341, 160, 859, 640), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (348, 160, 865, 642), Centroids: 606.5
Tracker ID: 4, Class: person,  Coordinates: (354, 159, 870, 643), Centroids: 612.0
Tracker ID: 4, Class: person,  Coordinates: (357, 159, 870, 643), Centroids: 613.5
Tracker ID: 4, Class: person,  Coordinates: (359, 159, 870, 644), Centroids: 614.5
Tracker ID: 4, Class: person,  Coordinates: (359, 159, 867, 644), Centroids: 613.0
Tracker ID: 4, Class: person,  Coordinates: (360, 160, 866, 644), Centroids: 613.0
Tracker ID: 4, Class: person,  Coordinates: (357, 161, 860, 642), Centroids: 608.5
Tracker ID: 4, Class: person,  Coordinates: (357, 161, 860, 642), Centroids: 608.5
Tracker ID: 13, Class: knife,  Coordinates: (337, 542, 598, 637), Centroids: 467.5
Tracker ID: 4, Class: person,  Coordinates: (349, 163, 850, 640), Centroids: 599.5
Tracker ID: 4, Class: person,  Coordinates: (349, 163, 850, 640), Centroids: 599.5
Tracker ID: 13, Class: knife,  Coordinates: (336, 541, 599, 638), Centroids: 467.5
Tracker ID: 4, Class: person,  Coordinates: (345, 163, 846, 638), Centroids: 595.5
Tracker ID: 4, Class: person,  Coordinates: (336, 162, 843, 640), Centroids: 589.5
Tracker ID: 4, Class: person,  Coordinates: (332, 161, 844, 641), Centroids: 588.0
Tracker ID: 4, Class: person,  Coordinates: (330, 161, 845, 642), Centroids: 587.5
Tracker ID: 4, Class: person,  Coordinates: (329, 160, 846, 643), Centroids: 587.5
Tracker ID: 4, Class: person,  Coordinates: (328, 160, 847, 643), Centroids: 587.5
Tracker ID: 4, Class: person,  Coordinates: (328, 159, 848, 644), Centroids: 588.0
Tracker ID: 4, Class: person,  Coordinates: (328, 159, 848, 644), Centroids: 588.0
Tracker ID: 4, Class: person,  Coordinates: (327, 160, 848, 644), Centroids: 587.5
Tracker ID: 4, Class: person,  Coordinates: (327, 160, 849, 644), Centroids: 588.0
Tracker ID: 4, Class: person,  Coordinates: (326, 160, 849, 643), Centroids: 587.5
Tracker ID: 4, Class: person,  Coordinates: (325, 160, 849, 643), Centroids: 587.0
Tracker ID: 4, Class: person,  Coordinates: (331, 161, 851, 640), Centroids: 591.0
Tracker ID: 4, Class: person,  Coordinates: (332, 161, 852, 639), Centroids: 592.0
Tracker ID: 4, Class: person,  Coordinates: (333, 162, 852, 638), Centroids: 592.5
Tracker ID: 4, Class: person,  Coordinates: (336, 162, 855, 637), Centroids: 595.5
Tracker ID: 4, Class: person,  Coordinates: (338, 162, 856, 637), Centroids: 597.0
Tracker ID: 4, Class: person,  Coordinates: (346, 160, 865, 639), Centroids: 605.5
Tracker ID: 4, Class: person,  Coordinates: (365, 157, 883, 642), Centroids: 624.0
Tracker ID: 4, Class: person,  Coordinates: (389, 156, 896, 641), Centroids: 642.5
Tracker ID: 4, Class: person,  Coordinates: (400, 156, 898, 641), Centroids: 649.0
Tracker ID: 4, Class: person,  Coordinates: (421, 160, 900, 637), Centroids: 660.5
Tracker ID: 4, Class: person,  Coordinates: (431, 162, 899, 636), Centroids: 665.0
Tracker ID: 4, Class: person,  Coordinates: (448, 162, 904, 636), Centroids: 676.0
Tracker ID: 4, Class: person,  Coordinates: (456, 163, 902, 636), Centroids: 679.0
Tracker ID: 4, Class: person,  Coordinates: (461, 164, 898, 636), Centroids: 679.5
Tracker ID: 4, Class: person,  Coordinates: (467, 163, 896, 637), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (471, 163, 893, 637), Centroids: 682.0
Tracker ID: 4, Class: person,  Coordinates: (474, 163, 889, 637), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (478, 163, 887, 638), Centroids: 682.5
Tracker ID: 4, Class: person,  Coordinates: (482, 163, 884, 637), Centroids: 683.0
Tracker ID: 4, Class: person,  Coordinates: (485, 163, 881, 637), Centroids: 683.0
Tracker ID: 4, Class: person,  Coordinates: (488, 165, 877, 636), Centroids: 682.5
Tracker ID: 4, Class: person,  Coordinates: (489, 165, 874, 636), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (491, 165, 872, 635), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (492, 165, 871, 636), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (494, 165, 869, 636), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (495, 164, 868, 636), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (496, 164, 867, 636), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (496, 164, 865, 636), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (497, 164, 864, 637), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (498, 164, 863, 637), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (495, 163, 860, 637), Centroids: 677.5
Tracker ID: 4, Class: person,  Coordinates: (495, 163, 859, 638), Centroids: 677.0
Tracker ID: 4, Class: person,  Coordinates: (496, 164, 858, 638), Centroids: 677.0
Tracker ID: 4, Class: person,  Coordinates: (500, 164, 861, 638), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (502, 164, 861, 638), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (503, 164, 860, 638), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (504, 164, 860, 638), Centroids: 682.0
Tracker ID: 4, Class: person,  Coordinates: (504, 163, 859, 638), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (504, 162, 859, 639), Centroids: 681.5
Tracker ID: 4, Class: person,  Coordinates: (503, 162, 859, 639), Centroids: 681.0
Tracker ID: 4, Class: person,  Coordinates: (503, 161, 858, 640), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (506, 160, 861, 640), Centroids: 683.5
Tracker ID: 4, Class: person,  Coordinates: (507, 160, 861, 641), Centroids: 684.0
Tracker ID: 4, Class: person,  Coordinates: (509, 159, 862, 641), Centroids: 685.5
Tracker ID: 4, Class: person,  Coordinates: (510, 158, 862, 641), Centroids: 686.0
Tracker ID: 4, Class: person,  Coordinates: (516, 158, 866, 643), Centroids: 691.0
Tracker ID: 4, Class: person,  Coordinates: (522, 160, 866, 640), Centroids: 694.0
Tracker ID: 4, Class: person,  Coordinates: (525, 160, 866, 639), Centroids: 695.5
Tracker ID: 4, Class: person,  Coordinates: (529, 160, 869, 640), Centroids: 699.0
Tracker ID: 4, Class: person,  Coordinates: (530, 159, 868, 640), Centroids: 699.0
Tracker ID: 4, Class: person,  Coordinates: (531, 159, 867, 640), Centroids: 699.0
Tracker ID: 4, Class: person,  Coordinates: (529, 159, 863, 640), Centroids: 696.0
Tracker ID: 4, Class: person,  Coordinates: (529, 159, 861, 640), Centroids: 695.0
Tracker ID: 4, Class: person,  Coordinates: (529, 159, 860, 640), Centroids: 694.5
Tracker ID: 4, Class: person,  Coordinates: (526, 159, 857, 641), Centroids: 691.5
Tracker ID: 4, Class: person,  Coordinates: (526, 159, 857, 641), Centroids: 691.5
Tracker ID: 17, Class: knife,  Coordinates: (314, 538, 579, 640), Centroids: 446.5
Tracker ID: 4, Class: person,  Coordinates: (521, 160, 851, 639), Centroids: 686.0
Tracker ID: 4, Class: person,  Coordinates: (521, 160, 851, 639), Centroids: 686.0
Tracker ID: 17, Class: knife,  Coordinates: (313, 537, 580, 640), Centroids: 446.5
Tracker ID: 4, Class: person,  Coordinates: (519, 160, 849, 639), Centroids: 684.0
Tracker ID: 4, Class: person,  Coordinates: (515, 160, 846, 638), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (513, 161, 845, 638), Centroids: 679.0
Tracker ID: 4, Class: person,  Coordinates: (514, 161, 847, 637), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (512, 162, 846, 637), Centroids: 679.0
Tracker ID: 4, Class: person,  Coordinates: (513, 162, 848, 637), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (513, 162, 849, 637), Centroids: 681.0
Tracker ID: 4, Class: person,  Coordinates: (516, 161, 853, 637), Centroids: 684.5
Tracker ID: 4, Class: person,  Coordinates: (516, 161, 853, 638), Centroids: 684.5
Tracker ID: 4, Class: person,  Coordinates: (516, 161, 853, 638), Centroids: 684.5
Tracker ID: 4, Class: person,  Coordinates: (511, 161, 850, 638), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (511, 160, 850, 638), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (511, 160, 850, 638), Centroids: 680.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 852, 639), Centroids: 682.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 853, 639), Centroids: 682.5
Tracker ID: 4, Class: person,  Coordinates: (509, 159, 850, 640), Centroids: 679.5
Tracker ID: 4, Class: person,  Coordinates: (499, 159, 844, 639), Centroids: 671.5
Tracker ID: 4, Class: person,  Coordinates: (492, 160, 839, 639), Centroids: 665.5
Tracker ID: 4, Class: person,  Coordinates: (488, 160, 839, 639), Centroids: 663.5
Tracker ID: 4, Class: person,  Coordinates: (486, 160, 840, 639), Centroids: 663.0
Tracker ID: 4, Class: person,  Coordinates: (484, 160, 841, 638), Centroids: 662.5
Tracker ID: 4, Class: person,  Coordinates: (470, 158, 836, 642), Centroids: 653.0
Tracker ID: 4, Class: person,  Coordinates: (463, 157, 835, 643), Centroids: 649.0
Tracker ID: 4, Class: person,  Coordinates: (460, 157, 836, 643), Centroids: 648.0
Tracker ID: 4, Class: person,  Coordinates: (451, 156, 834, 644), Centroids: 642.5
Tracker ID: 4, Class: person,  Coordinates: (447, 155, 834, 644), Centroids: 640.5
Tracker ID: 4, Class: person,  Coordinates: (444, 155, 835, 644), Centroids: 639.5
Tracker ID: 4, Class: person,  Coordinates: (440, 156, 835, 644), Centroids: 637.5
Tracker ID: 4, Class: person,  Coordinates: (433, 155, 833, 644), Centroids: 633.0
Tracker ID: 4, Class: person,  Coordinates: (430, 155, 835, 644), Centroids: 632.5
Tracker ID: 4, Class: person,  Coordinates: (423, 156, 832, 644), Centroids: 627.5
Tracker ID: 4, Class: person,  Coordinates: (419, 156, 833, 644), Centroids: 626.0
Tracker ID: 4, Class: person,  Coordinates: (419, 156, 836, 644), Centroids: 627.5
Tracker ID: 4, Class: person,  Coordinates: (419, 158, 838, 644), Centroids: 628.5
Tracker ID: 4, Class: person,  Coordinates: (418, 158, 840, 644), Centroids: 629.0
Tracker ID: 4, Class: person,  Coordinates: (418, 158, 840, 644), Centroids: 629.0
Tracker ID: 19, Class: knife,  Coordinates: (214, 501, 418, 557), Centroids: 316.0
Tracker ID: 4, Class: person,  Coordinates: (415, 156, 841, 644), Centroids: 628.0
Tracker ID: 4, Class: person,  Coordinates: (415, 156, 841, 644), Centroids: 628.0
Tracker ID: 19, Class: knife,  Coordinates: (214, 501, 417, 557), Centroids: 315.5
Tracker ID: 4, Class: person,  Coordinates: (413, 156, 842, 644), Centroids: 627.5
Tracker ID: 4, Class: person,  Coordinates: (413, 155, 845, 644), Centroids: 629.0
Tracker ID: 4, Class: person,  Coordinates: (411, 153, 846, 644), Centroids: 628.5
Tracker ID: 4, Class: person,  Coordinates: (410, 152, 847, 644), Centroids: 628.5
Tracker ID: 4, Class: person,  Coordinates: (410, 152, 848, 644), Centroids: 629.0
Tracker ID: 4, Class: person,  Coordinates: (410, 152, 848, 644), Centroids: 629.0
Tracker ID: 20, Class: knife,  Coordinates: (284, 533, 481, 603), Centroids: 382.5
Tracker ID: 4, Class: person,  Coordinates: (411, 152, 850, 644), Centroids: 630.5
Tracker ID: 4, Class: person,  Coordinates: (411, 152, 850, 644), Centroids: 630.5
Tracker ID: 20, Class: knife,  Coordinates: (285, 534, 482, 604), Centroids: 383.5
Tracker ID: 4, Class: person,  Coordinates: (411, 152, 850, 644), Centroids: 630.5
Tracker ID: 4, Class: person,  Coordinates: (411, 152, 850, 644), Centroids: 630.5
Tracker ID: 20, Class: knife,  Coordinates: (285, 535, 482, 604), Centroids: 383.5
Tracker ID: 4, Class: person,  Coordinates: (411, 153, 851, 644), Centroids: 631.0
Tracker ID: 4, Class: person,  Coordinates: (411, 153, 851, 644), Centroids: 631.0
Tracker ID: 20, Class: knife,  Coordinates: (280, 533, 487, 607), Centroids: 383.5
Tracker ID: 4, Class: person,  Coordinates: (413, 154, 852, 644), Centroids: 632.5
Tracker ID: 4, Class: person,  Coordinates: (413, 154, 852, 644), Centroids: 632.5
Tracker ID: 20, Class: knife,  Coordinates: (279, 533, 488, 607), Centroids: 383.5
Tracker ID: 4, Class: person,  Coordinates: (414, 154, 853, 644), Centroids: 633.5
Tracker ID: 4, Class: person,  Coordinates: (412, 154, 853, 644), Centroids: 632.5
Tracker ID: 4, Class: person,  Coordinates: (411, 153, 853, 644), Centroids: 632.0
Tracker ID: 4, Class: person,  Coordinates: (411, 154, 852, 644), Centroids: 631.5
Tracker ID: 4, Class: person,  Coordinates: (412, 155, 853, 644), Centroids: 632.5
Tracker ID: 4, Class: person,  Coordinates: (415, 153, 856, 644), Centroids: 635.5
Tracker ID: 4, Class: person,  Coordinates: (416, 153, 858, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (416, 152, 858, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (416, 152, 858, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (416, 151, 858, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 857, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 857, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (418, 153, 857, 644), Centroids: 637.5
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 856, 644), Centroids: 636.5
Tracker ID: 4, Class: person,  Coordinates: (416, 153, 855, 644), Centroids: 635.5
Tracker ID: 4, Class: person,  Coordinates: (416, 155, 854, 644), Centroids: 635.0
Tracker ID: 4, Class: person,  Coordinates: (417, 154, 856, 644), Centroids: 636.5
Tracker ID: 4, Class: person,  Coordinates: (418, 153, 857, 644), Centroids: 637.5
Tracker ID: 4, Class: person,  Coordinates: (418, 155, 856, 644), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (423, 157, 857, 642), Centroids: 640.0
Tracker ID: 4, Class: person,  Coordinates: (426, 157, 858, 641), Centroids: 642.0
Tracker ID: 4, Class: person,  Coordinates: (426, 157, 858, 641), Centroids: 642.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 517, 454, 559), Centroids: 333.5
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 857, 640), Centroids: 641.5
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 857, 640), Centroids: 641.5
Tracker ID: 21, Class: knife,  Coordinates: (228, 516, 465, 557), Centroids: 346.5
Tracker ID: 4, Class: person,  Coordinates: (420, 157, 854, 642), Centroids: 637.0
Tracker ID: 4, Class: person,  Coordinates: (420, 157, 854, 642), Centroids: 637.0
Tracker ID: 21, Class: knife,  Coordinates: (219, 516, 458, 558), Centroids: 338.5
Tracker ID: 4, Class: person,  Coordinates: (418, 157, 853, 642), Centroids: 635.5
Tracker ID: 4, Class: person,  Coordinates: (418, 157, 853, 642), Centroids: 635.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 516, 457, 558), Centroids: 336.5
Tracker ID: 4, Class: person,  Coordinates: (417, 157, 852, 642), Centroids: 634.5
Tracker ID: 4, Class: person,  Coordinates: (417, 157, 852, 642), Centroids: 634.5
Tracker ID: 21, Class: knife,  Coordinates: (217, 517, 451, 558), Centroids: 334.0
Tracker ID: 4, Class: person,  Coordinates: (425, 157, 859, 642), Centroids: 642.0
Tracker ID: 4, Class: person,  Coordinates: (425, 157, 859, 642), Centroids: 642.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 454, 558), Centroids: 334.0
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 857, 639), Centroids: 641.5
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 857, 639), Centroids: 641.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 516, 455, 558), Centroids: 334.0
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 856, 639), Centroids: 641.0
Tracker ID: 4, Class: person,  Coordinates: (426, 158, 856, 639), Centroids: 641.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 516, 455, 558), Centroids: 334.0
Tracker ID: 4, Class: person,  Coordinates: (431, 158, 860, 639), Centroids: 645.5
Tracker ID: 4, Class: person,  Coordinates: (431, 158, 860, 639), Centroids: 645.5
Tracker ID: 21, Class: knife,  Coordinates: (210, 515, 456, 557), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (433, 158, 862, 639), Centroids: 647.5
Tracker ID: 4, Class: person,  Coordinates: (433, 158, 862, 639), Centroids: 647.5
Tracker ID: 21, Class: knife,  Coordinates: (210, 515, 456, 557), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (452, 162, 869, 636), Centroids: 660.5
Tracker ID: 4, Class: person,  Coordinates: (452, 162, 869, 636), Centroids: 660.5
Tracker ID: 21, Class: knife,  Coordinates: (210, 514, 455, 557), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (464, 164, 875, 636), Centroids: 669.5
Tracker ID: 4, Class: person,  Coordinates: (464, 164, 875, 636), Centroids: 669.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 451, 557), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (471, 164, 875, 636), Centroids: 673.0
Tracker ID: 4, Class: person,  Coordinates: (471, 164, 875, 636), Centroids: 673.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 450, 557), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (474, 163, 875, 636), Centroids: 674.5
Tracker ID: 4, Class: person,  Coordinates: (474, 163, 875, 636), Centroids: 674.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 449, 556), Centroids: 331.5
Tracker ID: 4, Class: person,  Coordinates: (477, 163, 874, 636), Centroids: 675.5
Tracker ID: 4, Class: person,  Coordinates: (482, 163, 875, 636), Centroids: 678.5
Tracker ID: 4, Class: person,  Coordinates: (488, 161, 878, 638), Centroids: 683.0
Tracker ID: 4, Class: person,  Coordinates: (492, 161, 877, 638), Centroids: 684.5
Tracker ID: 4, Class: person,  Coordinates: (494, 161, 875, 638), Centroids: 684.5
Tracker ID: 4, Class: person,  Coordinates: (498, 160, 875, 638), Centroids: 686.5
Tracker ID: 4, Class: person,  Coordinates: (500, 160, 872, 638), Centroids: 686.0
Tracker ID: 4, Class: person,  Coordinates: (500, 160, 872, 638), Centroids: 686.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 516, 449, 557), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (501, 160, 870, 638), Centroids: 685.5
Tracker ID: 4, Class: person,  Coordinates: (501, 160, 870, 638), Centroids: 685.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 557), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (502, 160, 868, 638), Centroids: 685.0
Tracker ID: 4, Class: person,  Coordinates: (502, 160, 868, 638), Centroids: 685.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 557), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (502, 160, 868, 638), Centroids: 685.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 557), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 561, 576, 643), Centroids: 494.5
Tracker ID: 4, Class: person,  Coordinates: (504, 161, 866, 639), Centroids: 685.0
Tracker ID: 4, Class: person,  Coordinates: (504, 161, 866, 639), Centroids: 685.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (504, 161, 866, 639), Centroids: 685.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 561, 576, 642), Centroids: 494.5
Tracker ID: 4, Class: person,  Coordinates: (507, 160, 866, 638), Centroids: 686.5
Tracker ID: 4, Class: person,  Coordinates: (507, 160, 866, 638), Centroids: 686.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (507, 160, 866, 638), Centroids: 686.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 569, 557, 641), Centroids: 485.0
Tracker ID: 4, Class: person,  Coordinates: (509, 160, 865, 638), Centroids: 687.0
Tracker ID: 4, Class: person,  Coordinates: (509, 160, 865, 638), Centroids: 687.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (509, 160, 865, 638), Centroids: 687.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (412, 571, 550, 641), Centroids: 481.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 866, 638), Centroids: 689.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 866, 638), Centroids: 689.0
Tracker ID: 21, Class: knife,  Coordinates: (217, 517, 449, 558), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 866, 638), Centroids: 689.0
Tracker ID: 21, Class: knife,  Coordinates: (217, 517, 449, 558), Centroids: 333.0
Tracker ID: 22, Class: spoon,  Coordinates: (412, 572, 549, 640), Centroids: 480.5
Tracker ID: 4, Class: person,  Coordinates: (513, 160, 864, 637), Centroids: 688.5
Tracker ID: 4, Class: person,  Coordinates: (513, 160, 864, 637), Centroids: 688.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (513, 160, 864, 637), Centroids: 688.5
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (414, 574, 546, 640), Centroids: 480.0
Tracker ID: 4, Class: person,  Coordinates: (514, 160, 862, 637), Centroids: 688.0
Tracker ID: 4, Class: person,  Coordinates: (514, 160, 862, 637), Centroids: 688.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (514, 160, 862, 637), Centroids: 688.0
Tracker ID: 21, Class: knife,  Coordinates: (216, 517, 449, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (414, 575, 545, 639), Centroids: 479.5
Tracker ID: 4, Class: person,  Coordinates: (514, 162, 859, 636), Centroids: 686.5
Tracker ID: 4, Class: person,  Coordinates: (514, 162, 859, 636), Centroids: 686.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 517, 440, 557), Centroids: 326.5
Tracker ID: 4, Class: person,  Coordinates: (514, 162, 859, 636), Centroids: 686.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 517, 440, 557), Centroids: 326.5
Tracker ID: 22, Class: spoon,  Coordinates: (416, 577, 545, 639), Centroids: 480.5
Tracker ID: 4, Class: person,  Coordinates: (515, 162, 860, 636), Centroids: 687.5
Tracker ID: 4, Class: person,  Coordinates: (515, 162, 860, 636), Centroids: 687.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 518, 435, 557), Centroids: 324.0
Tracker ID: 4, Class: person,  Coordinates: (515, 162, 860, 636), Centroids: 687.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 518, 435, 557), Centroids: 324.0
Tracker ID: 22, Class: spoon,  Coordinates: (418, 579, 544, 639), Centroids: 481.0
Tracker ID: 4, Class: person,  Coordinates: (516, 162, 859, 636), Centroids: 687.5
Tracker ID: 4, Class: person,  Coordinates: (516, 162, 859, 636), Centroids: 687.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 518, 434, 557), Centroids: 323.5
Tracker ID: 4, Class: person,  Coordinates: (516, 162, 859, 636), Centroids: 687.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 518, 434, 557), Centroids: 323.5
Tracker ID: 22, Class: spoon,  Coordinates: (418, 580, 544, 639), Centroids: 481.0
Tracker ID: 4, Class: person,  Coordinates: (512, 162, 855, 635), Centroids: 683.5
Tracker ID: 4, Class: person,  Coordinates: (512, 162, 855, 635), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 445, 557), Centroids: 329.5
Tracker ID: 4, Class: person,  Coordinates: (512, 162, 855, 635), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 445, 557), Centroids: 329.5
Tracker ID: 22, Class: spoon,  Coordinates: (424, 582, 538, 633), Centroids: 481.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 449, 557), Centroids: 331.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 449, 557), Centroids: 331.5
Tracker ID: 22, Class: spoon,  Coordinates: (427, 583, 538, 631), Centroids: 482.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 450, 557), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 450, 557), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (428, 583, 539, 630), Centroids: 483.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 4, Class: person,  Coordinates: (512, 160, 855, 636), Centroids: 683.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 517, 451, 558), Centroids: 332.5
