Frame #: 3, Time: 64.0, Tracker ID: 1, Class: spoon,  Coordinates: (387, 568, 644, 629), Centroids: (709.0, 882.5)
Frame #: 128, Time: 4351.933333333333, Tracker ID: 9, Class: knife,  Coordinates: (91, 519, 376, 593), Centroids: (279.0, 815.5)
Frame #: 128, Time: 4351.933333333333, Tracker ID: 16, Class: knife,  Coordinates: (364, 532, 689, 695), Centroids: (708.5, 879.5)
Frame #: 129, Time: 4384.0, Tracker ID: 2, Class: person,  Coordinates: (355, 2, 1244, 719), Centroids: (977.0, 361.5)
Frame #: 129, Time: 4384.0, Tracker ID: 2, Class: person,  Coordinates: (355, 2, 1244, 719), Centroids: (977.0, 361.5)
Frame #: 129, Time: 4384.0, Tracker ID: 9, Class: knife,  Coordinates: (93, 519, 375, 593), Centroids: (280.5, 815.5)
Frame #: 129, Time: 4384.0, Tracker ID: 2, Class: person,  Coordinates: (355, 2, 1244, 719), Centroids: (977.0, 361.5)
Frame #: 129, Time: 4384.0, Tracker ID: 9, Class: knife,  Coordinates: (93, 519, 375, 593), Centroids: (280.5, 815.5)
Frame #: 129, Time: 4384.0, Tracker ID: 16, Class: knife,  Coordinates: (363, 532, 689, 694), Centroids: (707.5, 879.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 2, Class: person,  Coordinates: (349, 4, 1242, 718), Centroids: (970.0, 363.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 2, Class: person,  Coordinates: (349, 4, 1242, 718), Centroids: (970.0, 363.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 9, Class: knife,  Coordinates: (95, 519, 374, 592), Centroids: (282.0, 815.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 2, Class: person,  Coordinates: (349, 4, 1242, 718), Centroids: (970.0, 363.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 9, Class: knife,  Coordinates: (95, 519, 374, 592), Centroids: (282.0, 815.0)
Frame #: 130, Time: 4415.933333333333, Tracker ID: 16, Class: knife,  Coordinates: (362, 532, 689, 694), Centroids: (706.5, 879.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1241, 716), Centroids: (965.5, 364.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1241, 716), Centroids: (965.5, 364.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 9, Class: knife,  Coordinates: (94, 520, 372, 592), Centroids: (280.0, 816.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1241, 716), Centroids: (965.5, 364.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 9, Class: knife,  Coordinates: (94, 520, 372, 592), Centroids: (280.0, 816.0)
Frame #: 131, Time: 4448.133333333334, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 689, 694), Centroids: (705.5, 879.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1246, 716), Centroids: (968.0, 364.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1246, 716), Centroids: (968.0, 364.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 9, Class: knife,  Coordinates: (94, 520, 372, 592), Centroids: (280.0, 816.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 2, Class: person,  Coordinates: (345, 6, 1246, 716), Centroids: (968.0, 364.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 9, Class: knife,  Coordinates: (94, 520, 372, 592), Centroids: (280.0, 816.0)
Frame #: 132, Time: 4480.233333333334, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 689, 694), Centroids: (705.5, 879.0)
Frame #: 133, Time: 4512.033333333333, Tracker ID: 2, Class: person,  Coordinates: (340, 5, 1251, 717), Centroids: (965.5, 363.5)
Frame #: 133, Time: 4512.033333333333, Tracker ID: 2, Class: person,  Coordinates: (340, 5, 1251, 717), Centroids: (965.5, 363.5)
Frame #: 133, Time: 4512.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 689, 694), Centroids: (705.5, 879.0)
Frame #: 134, Time: 4544.033333333333, Tracker ID: 2, Class: person,  Coordinates: (336, 5, 1254, 719), Centroids: (963.0, 364.5)
Frame #: 134, Time: 4544.033333333333, Tracker ID: 2, Class: person,  Coordinates: (336, 5, 1254, 719), Centroids: (963.0, 364.5)
Frame #: 134, Time: 4544.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (360, 532, 690, 695), Centroids: (705.0, 879.5)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 2, Class: person,  Coordinates: (342, 7, 1261, 719), Centroids: (972.5, 366.5)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 2, Class: person,  Coordinates: (342, 7, 1261, 719), Centroids: (972.5, 366.5)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 9, Class: knife,  Coordinates: (93, 520, 373, 592), Centroids: (279.5, 816.0)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 2, Class: person,  Coordinates: (342, 7, 1261, 719), Centroids: (972.5, 366.5)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 9, Class: knife,  Coordinates: (93, 520, 373, 592), Centroids: (279.5, 816.0)
Frame #: 135, Time: 4576.133333333334, Tracker ID: 16, Class: knife,  Coordinates: (356, 531, 692, 697), Centroids: (702.0, 879.5)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 2, Class: person,  Coordinates: (342, 3, 1267, 719), Centroids: (975.5, 362.5)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 2, Class: person,  Coordinates: (342, 3, 1267, 719), Centroids: (975.5, 362.5)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 9, Class: knife,  Coordinates: (93, 520, 373, 592), Centroids: (279.5, 816.0)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 2, Class: person,  Coordinates: (342, 3, 1267, 719), Centroids: (975.5, 362.5)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 9, Class: knife,  Coordinates: (93, 520, 373, 592), Centroids: (279.5, 816.0)
Frame #: 136, Time: 4608.166666666667, Tracker ID: 16, Class: knife,  Coordinates: (359, 531, 691, 695), Centroids: (704.5, 878.5)
Frame #: 137, Time: 4640.066666666667, Tracker ID: 2, Class: person,  Coordinates: (350, 5, 1272, 718), Centroids: (986.0, 364.0)
Frame #: 137, Time: 4640.066666666667, Tracker ID: 2, Class: person,  Coordinates: (350, 5, 1272, 718), Centroids: (986.0, 364.0)
Frame #: 137, Time: 4640.066666666667, Tracker ID: 16, Class: knife,  Coordinates: (359, 531, 691, 695), Centroids: (704.5, 878.5)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 2, Class: person,  Coordinates: (353, 5, 1274, 716), Centroids: (990.0, 363.0)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 2, Class: person,  Coordinates: (353, 5, 1274, 716), Centroids: (990.0, 363.0)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 14, Class: dining table,  Coordinates: (82, 519, 404, 592), Centroids: (284.0, 815.0)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 2, Class: person,  Coordinates: (353, 5, 1274, 716), Centroids: (990.0, 363.0)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 14, Class: dining table,  Coordinates: (82, 519, 404, 592), Centroids: (284.0, 815.0)
Frame #: 138, Time: 4672.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (359, 531, 692, 695), Centroids: (705.0, 878.5)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (359, 5, 1280, 718), Centroids: (999.0, 364.0)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (359, 5, 1280, 718), Centroids: (999.0, 364.0)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 14, Class: dining table,  Coordinates: (86, 519, 394, 590), Centroids: (283.0, 814.0)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (359, 5, 1280, 718), Centroids: (999.0, 364.0)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 14, Class: dining table,  Coordinates: (86, 519, 394, 590), Centroids: (283.0, 814.0)
Frame #: 139, Time: 4704.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (361, 533, 690, 694), Centroids: (706.0, 880.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 2, Class: person,  Coordinates: (362, 6, 1282, 718), Centroids: (1003.0, 365.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 2, Class: person,  Coordinates: (362, 6, 1282, 718), Centroids: (1003.0, 365.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 9, Class: knife,  Coordinates: (99, 521, 370, 592), Centroids: (284.0, 817.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 2, Class: person,  Coordinates: (362, 6, 1282, 718), Centroids: (1003.0, 365.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 9, Class: knife,  Coordinates: (99, 521, 370, 592), Centroids: (284.0, 817.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (87, 520, 383, 588), Centroids: (278.5, 814.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 2, Class: person,  Coordinates: (362, 6, 1282, 718), Centroids: (1003.0, 365.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 9, Class: knife,  Coordinates: (99, 521, 370, 592), Centroids: (284.0, 817.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (87, 520, 383, 588), Centroids: (278.5, 814.0)
Frame #: 140, Time: 4736.033333333334, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 691, 694), Centroids: (706.5, 879.0)
Frame #: 141, Time: 4784.0, Tracker ID: 2, Class: person,  Coordinates: (364, 5, 1284, 718), Centroids: (1006.0, 364.0)
Frame #: 141, Time: 4784.0, Tracker ID: 2, Class: person,  Coordinates: (364, 5, 1284, 718), Centroids: (1006.0, 364.0)
Frame #: 141, Time: 4784.0, Tracker ID: 9, Class: knife,  Coordinates: (99, 521, 369, 592), Centroids: (283.5, 817.0)
Frame #: 141, Time: 4784.0, Tracker ID: 2, Class: person,  Coordinates: (364, 5, 1284, 718), Centroids: (1006.0, 364.0)
Frame #: 141, Time: 4784.0, Tracker ID: 9, Class: knife,  Coordinates: (99, 521, 369, 592), Centroids: (283.5, 817.0)
Frame #: 141, Time: 4784.0, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 691, 694), Centroids: (706.5, 879.0)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 2, Class: person,  Coordinates: (364, 3, 1286, 719), Centroids: (1007.0, 362.5)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 2, Class: person,  Coordinates: (364, 3, 1286, 719), Centroids: (1007.0, 362.5)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 15, Class: knife,  Coordinates: (317, 508, 514, 585), Centroids: (574.0, 800.5)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 2, Class: person,  Coordinates: (364, 3, 1286, 719), Centroids: (1007.0, 362.5)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 15, Class: knife,  Coordinates: (317, 508, 514, 585), Centroids: (574.0, 800.5)
Frame #: 142, Time: 4815.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (362, 533, 691, 693), Centroids: (707.5, 879.5)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 2, Class: person,  Coordinates: (367, 4, 1286, 718), Centroids: (1010.0, 363.0)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 2, Class: person,  Coordinates: (367, 4, 1286, 718), Centroids: (1010.0, 363.0)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 15, Class: knife,  Coordinates: (335, 512, 514, 579), Centroids: (592.0, 801.5)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 2, Class: person,  Coordinates: (367, 4, 1286, 718), Centroids: (1010.0, 363.0)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 15, Class: knife,  Coordinates: (335, 512, 514, 579), Centroids: (592.0, 801.5)
Frame #: 143, Time: 4848.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (362, 533, 692, 693), Centroids: (708.0, 879.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1287, 719), Centroids: (1011.5, 363.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1287, 719), Centroids: (1011.5, 363.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 15, Class: knife,  Coordinates: (337, 513, 514, 579), Centroids: (594.0, 802.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1287, 719), Centroids: (1011.5, 363.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 15, Class: knife,  Coordinates: (337, 513, 514, 579), Centroids: (594.0, 802.5)
Frame #: 144, Time: 4880.166666666667, Tracker ID: 16, Class: knife,  Coordinates: (362, 533, 692, 693), Centroids: (708.0, 879.5)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1286, 719), Centroids: (1011.0, 363.5)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1286, 719), Centroids: (1011.0, 363.5)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (340, 516, 512, 578), Centroids: (596.0, 805.0)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 2, Class: person,  Coordinates: (368, 4, 1286, 719), Centroids: (1011.0, 363.5)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (340, 516, 512, 578), Centroids: (596.0, 805.0)
Frame #: 145, Time: 4912.033333333334, Tracker ID: 16, Class: knife,  Coordinates: (360, 532, 693, 693), Centroids: (706.5, 878.5)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 2, Class: person,  Coordinates: (367, 2, 1286, 719), Centroids: (1010.0, 361.5)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 2, Class: person,  Coordinates: (367, 2, 1286, 719), Centroids: (1010.0, 361.5)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (339, 516, 514, 578), Centroids: (596.0, 805.0)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 2, Class: person,  Coordinates: (367, 2, 1286, 719), Centroids: (1010.0, 361.5)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (339, 516, 514, 578), Centroids: (596.0, 805.0)
Frame #: 146, Time: 4944.033333333334, Tracker ID: 16, Class: knife,  Coordinates: (360, 532, 693, 693), Centroids: (706.5, 878.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 2, Class: person,  Coordinates: (368, 3, 1285, 719), Centroids: (1010.5, 362.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 2, Class: person,  Coordinates: (368, 3, 1285, 719), Centroids: (1010.5, 362.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 405, 591), Centroids: (293.5, 815.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 2, Class: person,  Coordinates: (368, 3, 1285, 719), Centroids: (1010.5, 362.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 405, 591), Centroids: (293.5, 815.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 15, Class: knife,  Coordinates: (338, 515, 517, 578), Centroids: (596.5, 804.0)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 2, Class: person,  Coordinates: (368, 3, 1285, 719), Centroids: (1010.5, 362.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 405, 591), Centroids: (293.5, 815.5)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 15, Class: knife,  Coordinates: (338, 515, 517, 578), Centroids: (596.5, 804.0)
Frame #: 147, Time: 4976.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (360, 531, 694, 693), Centroids: (707.0, 877.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 2, Class: person,  Coordinates: (370, 4, 1285, 719), Centroids: (1012.5, 363.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 2, Class: person,  Coordinates: (370, 4, 1285, 719), Centroids: (1012.5, 363.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 402, 591), Centroids: (292.0, 815.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 2, Class: person,  Coordinates: (370, 4, 1285, 719), Centroids: (1012.5, 363.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 402, 591), Centroids: (292.0, 815.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 15, Class: knife,  Coordinates: (336, 516, 515, 578), Centroids: (593.5, 805.0)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 2, Class: person,  Coordinates: (370, 4, 1285, 719), Centroids: (1012.5, 363.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 402, 591), Centroids: (292.0, 815.5)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 15, Class: knife,  Coordinates: (336, 516, 515, 578), Centroids: (593.5, 805.0)
Frame #: 148, Time: 5008.266666666666, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 693, 693), Centroids: (707.5, 878.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 2, Class: person,  Coordinates: (369, 2, 1284, 719), Centroids: (1011.0, 361.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 2, Class: person,  Coordinates: (369, 2, 1284, 719), Centroids: (1011.0, 361.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 403, 591), Centroids: (292.5, 815.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 2, Class: person,  Coordinates: (369, 2, 1284, 719), Centroids: (1011.0, 361.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 403, 591), Centroids: (292.5, 815.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 15, Class: knife,  Coordinates: (338, 517, 512, 577), Centroids: (594.0, 805.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 2, Class: person,  Coordinates: (369, 2, 1284, 719), Centroids: (1011.0, 361.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 403, 591), Centroids: (292.5, 815.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 15, Class: knife,  Coordinates: (338, 517, 512, 577), Centroids: (594.0, 805.5)
Frame #: 149, Time: 5040.166666666667, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 694, 693), Centroids: (708.0, 878.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 2, Class: person,  Coordinates: (364, 4, 1279, 720), Centroids: (1003.5, 364.0)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 2, Class: person,  Coordinates: (364, 4, 1279, 720), Centroids: (1003.5, 364.0)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 399, 591), Centroids: (290.5, 815.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 2, Class: person,  Coordinates: (364, 4, 1279, 720), Centroids: (1003.5, 364.0)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 399, 591), Centroids: (290.5, 815.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (336, 518, 509, 577), Centroids: (590.5, 806.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 2, Class: person,  Coordinates: (364, 4, 1279, 720), Centroids: (1003.5, 364.0)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (91, 520, 399, 591), Centroids: (290.5, 815.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (336, 518, 509, 577), Centroids: (590.5, 806.5)
Frame #: 150, Time: 5072.033333333334, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 694, 693), Centroids: (708.0, 878.5)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 2, Class: person,  Coordinates: (360, 4, 1276, 720), Centroids: (998.0, 364.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 2, Class: person,  Coordinates: (360, 4, 1276, 720), Centroids: (998.0, 364.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 2, Class: person,  Coordinates: (360, 4, 1276, 720), Centroids: (998.0, 364.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 15, Class: knife,  Coordinates: (337, 519, 514, 579), Centroids: (594.0, 808.5)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 2, Class: person,  Coordinates: (360, 4, 1276, 720), Centroids: (998.0, 364.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 15, Class: knife,  Coordinates: (337, 519, 514, 579), Centroids: (594.0, 808.5)
Frame #: 151, Time: 5104.0666666666675, Tracker ID: 16, Class: knife,  Coordinates: (359, 531, 695, 694), Centroids: (706.5, 878.0)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 2, Class: person,  Coordinates: (358, 5, 1273, 719), Centroids: (994.5, 364.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 2, Class: person,  Coordinates: (358, 5, 1273, 719), Centroids: (994.5, 364.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 2, Class: person,  Coordinates: (358, 5, 1273, 719), Centroids: (994.5, 364.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (337, 517, 520, 579), Centroids: (597.0, 806.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 2, Class: person,  Coordinates: (358, 5, 1273, 719), Centroids: (994.5, 364.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 14, Class: dining table,  Coordinates: (90, 520, 398, 590), Centroids: (289.0, 815.0)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 15, Class: knife,  Coordinates: (337, 517, 520, 579), Centroids: (597.0, 806.5)
Frame #: 152, Time: 5136.033333333334, Tracker ID: 16, Class: knife,  Coordinates: (359, 531, 696, 694), Centroids: (707.0, 878.0)
Frame #: 153, Time: 5184.0, Tracker ID: 2, Class: person,  Coordinates: (354, 3, 1274, 719), Centroids: (991.0, 362.5)
Frame #: 153, Time: 5184.0, Tracker ID: 2, Class: person,  Coordinates: (354, 3, 1274, 719), Centroids: (991.0, 362.5)
Frame #: 153, Time: 5184.0, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 153, Time: 5184.0, Tracker ID: 2, Class: person,  Coordinates: (354, 3, 1274, 719), Centroids: (991.0, 362.5)
Frame #: 153, Time: 5184.0, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 153, Time: 5184.0, Tracker ID: 15, Class: knife,  Coordinates: (340, 518, 521, 579), Centroids: (600.5, 807.5)
Frame #: 153, Time: 5184.0, Tracker ID: 2, Class: person,  Coordinates: (354, 3, 1274, 719), Centroids: (991.0, 362.5)
Frame #: 153, Time: 5184.0, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 153, Time: 5184.0, Tracker ID: 15, Class: knife,  Coordinates: (340, 518, 521, 579), Centroids: (600.5, 807.5)
Frame #: 153, Time: 5184.0, Tracker ID: 16, Class: knife,  Coordinates: (361, 532, 693, 693), Centroids: (707.5, 878.5)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 2, Class: person,  Coordinates: (352, 1, 1275, 719), Centroids: (989.5, 360.5)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 2, Class: person,  Coordinates: (352, 1, 1275, 719), Centroids: (989.5, 360.5)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 2, Class: person,  Coordinates: (352, 1, 1275, 719), Centroids: (989.5, 360.5)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 15, Class: knife,  Coordinates: (339, 518, 524, 580), Centroids: (601.0, 808.0)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 2, Class: person,  Coordinates: (352, 1, 1275, 719), Centroids: (989.5, 360.5)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 14, Class: dining table,  Coordinates: (88, 520, 399, 590), Centroids: (287.5, 815.0)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 15, Class: knife,  Coordinates: (339, 518, 524, 580), Centroids: (601.0, 808.0)
Frame #: 154, Time: 5215.933333333334, Tracker ID: 16, Class: knife,  Coordinates: (362, 532, 693, 693), Centroids: (708.5, 878.5)
Frame #: 155, Time: 5248.1, Tracker ID: 2, Class: person,  Coordinates: (344, 0, 1271, 720), Centroids: (979.5, 360.0)
Frame #: 155, Time: 5248.1, Tracker ID: 2, Class: person,  Coordinates: (344, 0, 1271, 720), Centroids: (979.5, 360.0)
Frame #: 155, Time: 5248.1, Tracker ID: 15, Class: knife,  Coordinates: (340, 518, 524, 580), Centroids: (602.0, 808.0)
Frame #: 155, Time: 5248.1, Tracker ID: 2, Class: person,  Coordinates: (344, 0, 1271, 720), Centroids: (979.5, 360.0)
Frame #: 155, Time: 5248.1, Tracker ID: 15, Class: knife,  Coordinates: (340, 518, 524, 580), Centroids: (602.0, 808.0)
Frame #: 155, Time: 5248.1, Tracker ID: 16, Class: knife,  Coordinates: (362, 532, 694, 693), Centroids: (709.0, 878.5)
Frame #: 156, Time: 5280.166666666667, Tracker ID: 2, Class: person,  Coordinates: (335, 0, 1266, 720), Centroids: (968.0, 360.0)
Frame #: 156, Time: 5280.166666666667, Tracker ID: 2, Class: person,  Coordinates: (335, 0, 1266, 720), Centroids: (968.0, 360.0)
Frame #: 156, Time: 5280.166666666667, Tracker ID: 14, Class: dining table,  Coordinates: (76, 509, 433, 591), Centroids: (292.5, 804.5)
Frame #: 156, Time: 5280.166666666667, Tracker ID: 2, Class: person,  Coordinates: (335, 0, 1266, 720), Centroids: (968.0, 360.0)
Frame #: 156, Time: 5280.166666666667, Tracker ID: 14, Class: dining table,  Coordinates: (76, 509, 433, 591), Centroids: (292.5, 804.5)
